,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
0,0.21115537848605492,0.5674814027630183,0.784313725490196,0.022330739101683712,0.01986343885785226,0.008940833543541016,0.020555829633284,0.5396684183666434,0.75
1,0.2121513944223104,0.5653560042507969,0.392156862745098,0.18050256879800602,0.17147734326505276,0.06721040387903249,0.18697582634435125,0.5380270616957008,0.75
2,0.2101593625498009,0.5642933049946866,0.9999999999999999,0.03726028790884583,0.02932960893854749,0.013817651840017937,0.02894260812366388,0.4660280547854513,0.75
3,0.20916334661354535,0.5642933049946866,0.9999999999999999,0.03235159468945521,0.036312849162011177,0.015555368704279825,0.0358493668804473,0.35469855588198784,0.75
4,0.20916334661354535,0.5642933049946866,0.9999999999999999,0.04132967088865151,0.04329608938547487,0.015751562543793264,0.04242723236309818,0.23077612722583138,0.75
5,0.20916334661354535,0.5642933049946866,0.9999999999999999,0.02332265120301135,0.032898820608317815,0.01149135345721573,0.031573754316724226,0.24392077350657235,0.75
6,0.20916334661354535,0.5632306057385763,0.9999999999999999,0.0644234192990488,0.07572936064556177,0.030578211272737462,0.08436112481499754,0.21787285692611136,0.75
7,0.20916334661354535,0.5632306057385763,0.9999999999999999,0.07889516252098276,0.106455617628802,0.03234395582835842,0.10623252754481172,0.18069405939228425,0.75
8,0.20816733067728987,0.5632306057385763,0.8039215686274508,0.0649320921715245,0.10304158907510863,0.03371731270495249,0.09768130241736557,0.10899849657246105,0.75
9,0.20916334661354535,0.5632306057385763,0.9999999999999999,0.09021313393356734,0.10955927995034141,0.04338686622382914,0.11725045222825192,0.22008661949490352,0.75
10,0.20816733067728987,0.5642933049946866,0.9999999999999999,0.0559540159723282,0.06719428926132838,0.025421116062669915,0.06594310146357507,0.1864250148273817,0.75
11,0.20816733067728987,0.5642933049946866,0.9999999999999999,0.08904318632687319,0.11654252017380509,0.04206956472995319,0.12053938496957738,0.19107322657618517,0.75
12,0.20816733067728987,0.5642933049946866,0.9999999999999999,0.06330433897960222,0.0734016139044072,0.030690322038173713,0.07679657950994903,0.17759065392201487,0.75
13,0.20816733067728987,0.5632306057385763,0.9999999999999999,0.01765094867490717,0.02948479205462446,0.00958547044479946,0.028449268212465052,0.14990827712721203,0.75
14,0.20816733067728987,0.5642933049946866,0.9999999999999999,0.06717025281041762,0.09698944754810677,0.033885478853106867,0.10179246834402236,0.09770899711728112,0.75
15,0.20816733067728987,0.5642933049946866,0.9607843137254901,0.028434813571392242,0.043761638733705775,0.01945121780318955,0.04324946554842954,0.11207431621632803,0.75
16,0.20717131474103584,0.5642933049946866,0.9999999999999999,0.049951676077114815,0.05369335816263191,0.022141876173659574,0.05426739023186976,0.15690128412021903,0.75
17,0.20717131474103584,0.5642933049946866,0.9999999999999999,0.031181647082761076,0.04531346989447548,0.018077860926595475,0.04966288439401415,0.11174328629949931,0.75
18,0.20816733067728987,0.5632306057385763,0.9607843137254901,0.05689506078640827,0.07045313469894476,0.027663331371394935,0.06873869429370169,0.10283996082812649,0.75
19,0.20717131474103584,0.5632306057385763,0.9999999999999999,0.038175899079302106,0.04608938547486034,0.01925502396367611,0.045058378556158525,0.14506006813699118,0.75
20,0.20717131474103584,0.5642933049946866,0.7647058823529411,0.019049799074215376,0.02839851024208566,0.011379242691779475,0.02713369511593488,0.059164701176535495,0.75
21,0.20717131474103584,0.5642933049946866,0.8039215686274508,0.04163487461213694,0.05679702048417133,0.025953642198492107,0.060023022529189285,0.08369539730486472,0.75
22,0.20717131474103584,0.5632306057385763,0.9999999999999999,0.06190548858029402,0.08379888268156425,0.028364023655371502,0.07844104588061175,0.08448848981393359,0.75
23,0.20717131474103584,0.5632306057385763,0.9999999999999999,0.04288112314970243,0.052141527001862205,0.02382353765520334,0.05328071040947213,0.11590874608626087,0.75
24,0.20717131474103584,0.5632306057385763,0.9999999999999999,0.05651355613205149,0.06765983860955929,0.02811177443313994,0.06923203420490051,0.14483248506917146,0.75
25,0.2061752988047803,0.5642933049946866,0.784313725490196,0.013556132051477703,0.01893234016139045,0.008800695086745702,0.019404703173820106,0.13130163721879695,0.75
26,0.2061752988047803,0.5642933049946866,0.9411764705882352,0.028689150007630095,0.03770949720670391,0.016928725580873903,0.03913829962177274,0.1351567564585316,0.75
27,0.2061752988047803,0.5642933049946866,0.9999999999999999,0.0482221883106974,0.06517690875232776,0.030802432803609964,0.06512086827824372,0.09021254879243043,0.75
28,0.2061752988047803,0.5632306057385763,0.9607843137254901,0.05290197873747394,0.07619490999379268,0.03161523585302278,0.07761881269528038,0.07879201666183916,0.75
29,0.2061752988047803,0.5632306057385763,0.9999999999999999,0.018490258914492096,0.024674115456238363,0.010986855012752598,0.025324782108205893,0.08190231858870911,0.75
30,0.2061752988047803,0.5632306057385763,0.9411764705882352,0.04867999389592553,0.069211669770329,0.024103814568793965,0.061996382173984545,0.09844691797354518,0.75
31,0.2061752988047803,0.5632306057385763,0.9999999999999999,0.05470776743476271,0.074487895716946,0.03265226043330811,0.07235652030915968,0.10079860967434931,0.75
32,0.20717131474103584,0.5632306057385763,0.9215686274509802,0.048832595757668254,0.06331471135940411,0.028672328260321192,0.05492517678013485,0.08944704210976398,0.75
33,0.20717131474103584,0.5621679064824652,0.9411764705882352,0.04204181291011751,0.05664183736809436,0.021048796210656126,0.05393849695773722,0.06035089171183844,0.75
34,0.20717131474103584,0.5621679064824652,0.980392156862745,0.06772979297014091,0.08891992551210429,0.03517475265562375,0.08797895083045552,0.15381856801975147,0.75
35,0.20717131474103584,0.5621679064824652,0.9411764705882352,0.03085100971565187,0.043606455617628805,0.01589170100058858,0.04324946554842954,0.06801285499510348,0.75
36,0.20717131474103584,0.5621679064824652,0.9215686274509802,0.04567882394831884,0.06688392302917444,0.027579248297317747,0.06133859562571946,0.0411925352753755,0.75
37,0.2061752988047803,0.5621679064824652,0.9999999999999999,0.03837936822829238,0.06036623215394166,0.02516886684043835,0.06610754810064134,0.06278534089184976,0.75
38,0.20816733067728987,0.5621679064824652,0.9999999999999999,0.03733658883971719,0.0510552451893234,0.019226996272317047,0.05064956421641178,0.20552130315443926,0.75
